Results
Func;                 bisect;                  brent;                 ridder;                    A42;                    ITP;                  modAB;               modAB_CS
 f27;          1.88916015625;       1.88867216683445;     1.8890573609480132;     1.8893088745927837;     1.8887355205194094;          1.88916015625;          1.88916015625;
 f28;      7.142999999999994;     7.1430000000000025;                  7.143;      7.143000000000002;      7.142999999999999;      7.142999999999994;      7.142999999999997;
 f29;     3.0003906249999996;      3.000526492589724;      3.000544594110005;     3.0004585838501794;       3.00000056913142;     3.0003906249999996;     3.0003906249999996;
 f30;      4.267168304542118;      4.267168304542119;      4.267168304542125;      4.267168304542125;      4.267168304542125;      4.267168304542125;      4.267168304542124;
 f31;    0.31830988618378675;     0.3183098861837907;     0.3183098861837907;     0.3183098861837907;    0.31830988618379064;     0.3183098861837907;     0.3183098861837907;
 f32;     1.3258176636680314;     1.3258176636680323;     1.3258176636680323;     1.3258176636680326;     1.3258176636680328;     1.3258176636680326;     1.3258176636680326;
 f33;     0.8654740331016129;     0.8654740331016211;     0.8654740331016145;     0.8654740331016144;     0.8654740331016144;     0.8654740331016145;     0.8654740331016144;
 f34;      0.739085133215168;     0.7390851332151607;     0.7390851332151607;     0.7390851332151607;     0.7390851332151607;     0.7390851332151607;     0.7390851332151607;
 f35;     0.6566666666666752;     0.6566666666666718;     0.6566666666666667;     0.6566666666666666;     0.6566666666666666;     0.6566666666666667;     0.6566666666666666;
 f36;     0.6666666666666696;     0.6666666666666702;     0.6666666666666633;     0.6666666666666666;     0.6666666666666695;     0.6666666666666696;      0.666666666666643;
 f37;     0.7777777777777803;     0.7777777777777778;     0.7777777777777778;     0.7777777777777778;     0.7777777777777778;     0.7777777777777778;     0.7777777777777778;
 f38;     0.3333333333333375;     0.3333333333333375;    0.33333333333333504;     0.3333333333333333;     0.3333333333333375;     0.3333333333333375;     0.3333333333333286;
 f39;     0.3333333333333375;    0.33333333333332854;    0.33333333333332404;    0.33333333333333187;    0.33333333333331566;     0.3333333333333375;     0.3333333333333286;
 f40;     0.6666666666666696;     0.6666666666666629;     -7.979644396540292;     0.6666666666666665;     0.6666666666666572;     0.6666666666666696;      0.666666666666643;
 f41;      0.138257155056829;    0.13825715505682407;     0.1382571550568241;     0.1382571550568241;    0.13825715505682412;    0.13825715505682407;    0.13825715505682407;
 f42;      1.000000000000005;                    3.0;      1.000000000000003;                    3.0;                    3.0;                    1.0;     0.9999999999999999;
 f43;  5.329070518200751e-15; -3.872188758564992e-15; -4.0866030569483744e-15;                    NaN;  2.270081027312391e-15;  5.329070518200751e-15;  5.329070518200751e-15;
 f44;  5.329070518200751e-15;  2.387722344222925e-15;  7.444533227443167e-15;                    NaN; -1.4344408697183494e-15;  5.329070518200751e-15;  5.329070518200751e-15;
 f45;  5.329070518200751e-15; -5.234177515789204e-15; -4.035996576065404e-15;                    NaN; -5.5012341194664166e-15;  5.329070518200751e-15;  5.329070518200751e-15;
 f46;    0.10162439229354489;    0.10162439229354954;    0.10162439229354954;    0.10162439229354953;    0.10162439229354954;    0.10162439229354954;    0.10162439229354954;
 f47;   0.007732523200608077;   0.007732523200612799;   0.007732523200614746;   0.007732523200612799;   0.007732523200612798;   0.007732523200612799;   0.007732523200612798;
 f48;  0.0012763049457321853;  0.0012763049457355645;  0.0012763049457355643;  0.0012763049457355645;  0.0012763049457355639;  0.0012763049457355643;   0.001276304945735564;
 f49;    -0.6823278038280236;    -0.6823278038280193;    -0.6823278038280187;    -0.6823278038280194;    -0.6823278038280193;    -0.6823278038280193;    -0.6823278038280193;
 f50;     -2.103803402735542;     -2.103803402735536;    -2.1038034027355366;    -2.1038034027355366;    -2.1038034027355366;     -2.103803402735536;    -2.1038034027355366;
 f51;     1.0000000000000062;                    1.0;                    1.0;                    1.0;                    1.0;                    1.0;                    1.0;
 f52;     1.0000408355647212;      1.000040835564722;      1.000040835564727;     1.0000408355647268;     1.0000408355647268;     1.0000408355647268;      1.000040835564727;
 f53;     1.6968123868097518;     1.6968123868097515;     1.6968123868097515;     1.6968123868097515;     1.6968123868097515;     1.6968123868097515;     1.6968123868097513;
 f54;     0.5235987755982994;     0.5235987755982989;     0.5235987755982989;     0.5235987755982989;     0.5235987755982989;     0.5235987755982989;     0.5235987755982988;
 f55;     1.0000000000000018;                    1.0;                    1.0;                    1.0;     0.9999999999999998;                    1.0;                    1.0;
 f56;     1.9999999999999982;                    2.0;                    2.0;                    2.0;                    2.0;                    2.0;                    2.0;
 f57;     3.0000000000000053;                    3.0;                    3.0;                    3.0;                    3.0;                    3.0;                    3.0;
 f58;     1.5574077246548965;      1.557407724654902;     1.5574077246549023;     1.5574077246549023;     1.5574077246549025;      1.557407724654902;      1.557407724654902;
 f59;     1.2564312086261746;     1.2564312086261697;     1.2564312086261697;     1.2564312086261697;       1.25643120862617;     1.2564312086261697;     1.2564312086261695;
 f60;     0.3544631043750215;     0.3544631043750253;     0.3544631043750253;     0.3544631043750253;     0.3544631043750254;     0.3544631043750253;     0.3544631043750253;
 f61;     1.4044916482153464;     1.4044916482153411;     1.4044916482153413;     1.4044916482153411;     1.4044916482153411;     1.4044916482153413;     1.4044916482153411;
 f62;     1.8954942670339827;      1.895494267033981;      1.895494267033981;      1.895494267033981;     1.8954942670339812;      1.895494267033981;     1.8954942670339812;
 f63;     0.5671432904097813;     0.5671432904097838;     0.5671432904097838;     0.5671432904097838;     0.5671432904097838;     0.5671432904097838;     0.5671432904097838;
 f64;    0.10000000000000142;                    0.1;                    0.1;                    0.1;    0.10000000000000002;                    0.1;                    0.1;
 f65;    -0.5235987755982947;    -0.5235987755982989;    -0.5235987755982989;    -0.5235987755982989;     -0.523598775598299;    -0.5235987755982989;    -0.5235987755982989;
 f66;    -0.8439145686492608;    -0.8439145686492663;    -0.8439145686492663;    -0.8439145686492663;    -0.8439145686492664;    -0.8439145686492662;    -0.8439145686492662;
 f67;     0.8350790427235566;      0.835079042723559;      0.835079042723559;      0.835079042723559;     0.8350790427235592;      0.835079042723559;     0.8350790427235592;
 f68;     0.8735685268302333;     0.8735685268302319;     0.8735685268302319;     0.8735685268302318;     0.8735685268302318;     0.8735685268302318;     0.8735685268302318;
 f69;    0.11111111111110716;    0.11111111111111113;     0.1111111111111111;    0.11111111111111113;    0.11111111111111112;    0.11111111111111112;    0.11111111111111112;
 f70;   -0.03702012770785501;    -0.0370201277078527;    -0.0370201277078609;   -0.03702012770786092;    -0.0370201277078609;   -0.03702012770786091;  -0.037020127707860916;
 f71;    -0.6666666666666643;    -0.6666666666666666;    -0.6666666666666666;    -0.6666666666666666;    -0.6666666666666667;    -0.6666666666666666;    -0.6666666666666666;
 f72;    1.00000000458067e-6;  1.0000000032095785e-6;  1.0000000079786253e-6;   1.000000002979175e-6;   1.000000002230483e-6;    1.00000000458067e-6;    1.00000000458067e-6;
 f73;    1.00000000458067e-6;  1.0000000018046238e-6;  1.0000000079786253e-6;   9.999999999999993e-7;  1.0000000001158514e-6;    1.00000000458067e-6;    1.00000000458067e-6;
 f74;     0.3333333333333357;     0.3333333333333295;     0.3333333333333365;    0.33333333333333337;    0.33333333333332926;     0.3333333333333357;     0.3333333333333357;
 f75;     0.3333333134651184;     0.3333333349626949;    0.33333335371347655;      0.333333353608921;    0.33333331380772074;     0.3333333134651184;     0.3333333134651184;
 f76;    -0.9999989999999954;    -0.9999990000000013;    -0.9999989999999965;    -0.9999989999999999;    -0.9999989999999954;    -0.9999989999999954;    -0.9999989999999954;
 f77;     0.0476190476190439;    0.04761904761905296;    -0.9323368540965133;   0.047619047619047616;    0.04761904761904286;     0.0476190476190439;     0.0476190476190439;
 f78;  7.105427357601002e-15; -1.7763568394002505e-15; 2.2160388424607907e-15;                    NaN; -4.953613277145698e-15;  7.105427357601002e-15;  7.105427357601002e-15;
 f79;  7.105427357601002e-15; -3.686451789258839e-15;  7.640641555645006e-15;  5.551115123125784e-18;  9.038103598868476e-15; 2.9131708668474793e-19; 2.9131708668474793e-19;
 f80;   -0.03125853949917001;  -0.013866860946633286;   -0.05020213619428298;   -0.04905232644187113;  -0.015330828346118512;    -0.0414560401586836;    -0.0414560401586836;
 f81;    -0.9999999999999929;    -0.9999999999999996;    -0.9999999999999974;    -0.9999999999999999;    -0.9999999999999922;                   -1.0;                   -1.0;
 f82;    0.19851485148515025;                   0.05;                    0.0;   0.049999999999999996;   0.020297029702970294;   0.049999999999999996;     0.0499999999999993;
 f83;    0.19851485148515025;     0.2579207920792119;  0.0004950495049545031;      0.257920792079208;  0.0004950495049510002;    0.19851485148515025;    0.19851485148515025;
 f84;      5.002074355825227;     3.0125024427614666;     3.9916074829067334;     5.0020743558252265;      3.012502442761467;     3.0125024427614666;      3.012502442761467;
 f85;      -2.20778314488693;    -2.2077831448869265;     -2.207783144886931;     -2.207783144886932;     -2.207783144886932;    -2.2077831448869314;     -2.207783144886932;
 f86;    0.30280415727069254;     0.3028041572706872;     0.3028041572706959;    0.30280415727069404;    0.30280415727069393;     0.3028041572706973;    0.30280415727069665;
 f87;     0.9878048780487731;     0.9878048780487805;     0.9878048780487805;     0.9878048780487805;     0.9878048780487805;     0.9878048780487805;     0.9878048780487806;
 f88;    0.16836217326253666;     0.1683621732625369;     0.1683621732625314;    0.16836217326253688;     0.1683621732625369;    0.16836217326253688;    0.16836217326253688;
 f89;                   -5.0;                   -5.0;                   -5.0;                    NaN;                   -5.0;                   -5.0;                    NaN;
 f90;   0.026372695414424996;      1.147596288534586;   0.026372695414430034;      1.147596288534586;   0.026372695414430037;   0.026372695414430034;   0.026372695414430034;
 f91;    0.35391373355091754;     0.3539137335509124;    0.12077801181192632;                    NaN;      0.353913733550918;    0.12077801181192627;    0.12077801181192625;

Function evaluations
Func; bisect;  brent; ridder;    A42;    ITP;  modAB;  modAB_CS
 f01;      3;     18;      3;    187;      9;      3;      3;
 f02;     49;     24;     24;    244;     12;     15;     13;
 f03;     49;     24;     18;    397;     18;     16;     13;
 f04;     50;     20;     12;    199;     13;     10;     10;
 f05;     49;     16;     18;    150;     12;     13;     10;
 f06;     49;     18;     12;    195;     12;     12;     12;
 f07;     49;     22;     14;    278;     12;     13;     13;
 f08;     49;     22;     12;    237;     16;     13;     13;
 f09;     49;     20;     20;    148;     13;     15;     12;
 f10;     49;     16;     21;    137;     12;      9;      9;
 f11;     49;     18;     18;    137;     12;      9;      9;
 f12;     49;     20;     18;    229;     12;     13;     12;
 f13;     49;     20;     18;    273;     15;     14;     12;
 f14;     49;     76;     20;    229;     19;     15;     13;
 f15;     49;     14;     12;    220;     11;      9;      9;
 f16;     49;     82;     16;    229;     10;      9;      8;
 f17;     49;     12;     14;    137;      9;      9;      8;
 f18;     49;     40;     14;    152;     11;     12;     11;
 f19;     49;     18;     28;    234;     12;     15;     13;
 f20;     49;     24;     18;    285;     13;     15;     13;
 f21;     49;     18;     14;    185;     11;     13;     12;
 f22;     49;     16;     19;    185;     11;      9;      9;
 f23;     49;     18;     17;    185;     11;      9;      9;
 f24;     50;    206;     82;   3206;     59;     50;     50;
 f25;     50;    170;     76;   2231;     59;     50;     50;
 f26;     50;    204;     80;   3720;     59;     50;     50;
 f27;     14;     46;     24;    707;     12;     14;     14;
 f28;     49;    194;     82;   2952;     59;     49;     50;
 f29;     12;     52;     17;    620;      3;     12;     12; 
 f30;     49;     48;     20;    242;     15;     16;     14;
 f31;     51;     22;     16;    432;     60;     13;     13;
 f32;     50;     27;     16;    333;     18;     15;     13;
 f33;     51;     32;     18;    322;     12;     15;     13;
 f34;     53;     18;     16;    185;     13;     10;     10;
 f35;     53;    102;     24;    315;     18;     24;     18;
 f36;     53;     94;     56;   1954;     46;     53;     50;
 f37;     53;     52;     24;    732;     16;     18;     18;
 f38;     53;    104;     80;    937;     53;     53;     50;
 f39;     53;    292;     92;   1573;     62;     53;     50;
 f40;     53;    110;    402;   2666;     62;     53;     50;
 f41;     52;     24;     14;    293;     17;     15;     15;
 f42;     51;     20;     20;    224;     15;     14;     13;
 f43;     50;    204;     82;  11546;     60;     50;     50;
 f44;     50;    202;     76;   7308;     60;     50;     50;
 f45;     50;    270;     84;   5998;     59;     50;     50;
 f46;     48;     30;     14;    443;     57;     14;     14;
 f47;     48;     32;     20;    497;     58;     17;     16;
 f48;     48;     34;     22;    401;     24;     20;     19;
 f49;     50;     22;     14;    214;     12;     13;     12;
 f50;     51;     24;     24;    332;     14;     15;     13;
 f51;     51;     18;     12;    185;     14;     11;     11;
 f52;     52;     66;     24;    421;     30;     16;     15;
 f53;     51;     26;     20;    321;     13;     14;     13;
 f54;     49;     16;     14;    141;     11;     11;     10;
 f55;     50;     18;      4;    187;     12;     10;     10;
 f56;     50;     18;     14;    185;     13;     11;     11;
 f57;     49;     22;     14;    380;     15;     12;     12;
 f58;     52;     18;     12;    185;     13;     12;     12;
 f59;     50;     20;     12;    238;     13;     13;     12;
 f60;     50;     18;     14;    141;     12;      9;      9;
 f61;     51;     22;     20;    243;     14;     14;     12;
 f62;     50;     16;     14;    185;     11;     11;     10;
 f63;     50;     18;     10;    232;     12;     11;     11;
 f64;     50;     20;     12;    137;     12;      9;      9;
 f65;     50;     18;     16;    139;     12;      9;      9;
 f66;     50;     20;     18;    242;     15;     14;     13;
 f67;     50;     22;     16;    215;     16;     15;     14;
 f68;     50;     16;     10;    141;     11;      9;      9;
 f69;     50;     18;     12;    193;     10;     10;     10;
 f70;     50;     64;     32;    234;     22;     18;     12;
 f71;     50;     24;     16;    384;     59;     10;     10;
 f72;     50;    166;     88;   2950;     60;     50;     50;
 f73;     50;    204;     88;   4432;     60;     50;     50;
 f74;     50;    202;     82;   3295;     59;     50;     50;
 f75;     27;    114;     37;   1220;     35;     27;     27;
 f76;     50;     98;     58;    805;     50;     50;     50;
 f77;     50;    104;    402;   2948;     60;     50;     50;
 f78;     50;    100;     76;   8869;     50;     50;     50;
 f79;     50;     92;     36;   1672;     47;     15;     15;
 f80;     50;     53;     34;    633;     23;     26;     25;
 f81;     50;    112;     40;   1684;     52;     20;     20;
 f82;     50;      8;    402;    148;     14;      6;      5;
 f83;     50;    192;     68;   3155;     59;     50;     50;
 f84;     51;     18;     26;    436;     11;      9;      8;
 f85;     53;     52;     22;    243;     14;     13;     11;
 f86;     51;     44;     24;    547;     17;     16;     14;
 f87;     49;     24;     18;    324;     16;     10;      8;
 f88;     51;     26;     22;    274;     15;     17;     14;
 f89;      2;      2;      2;      9;      2;      2;      3;
 f90;     51;     24;     20;    355;     14;     13;     13;
 f91;     49;     66;     16;     13;     12;     14;     13;
 SUM;   4366;   5410;   3752;  93976;   2298;   1863;   1783;
